"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Heroin"	"T40.1"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Heroin"	"T40.1"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Heroin"	"T40.1"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Other opioids"	"T40.2"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Other synthetic narcotics"	"T40.4"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Heroin"	"T40.1"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Other synthetic narcotics"	"T40.4"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Other synthetic narcotics"	"T40.4"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Other opioids"	"T40.2"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Methadone"	"T40.3"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Other synthetic narcotics"	"T40.4"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Other synthetic narcotics"	"T40.4"	15	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"May, 2018"	"2018/05"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"May, 2018"	"2018/05"	"Heroin"	"T40.1"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"May, 2018"	"2018/05"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"May, 2018"	"2018/05"	"Methadone"	"T40.3"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"May, 2018"	"2018/05"	"Other synthetic narcotics"	"T40.4"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Heroin"	"T40.1"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Methadone"	"T40.3"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Methadone"	"T40.3"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Other synthetic narcotics"	"T40.4"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Methadone"	"T40.3"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Other synthetic narcotics"	"T40.4"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Methadone"	"T40.3"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Heroin"	"T40.1"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Other opioids"	"T40.2"	27	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Other synthetic narcotics"	"T40.4"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Heroin"	"T40.1"	16	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Other opioids"	"T40.2"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Other synthetic narcotics"	"T40.4"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Heroin"	"T40.1"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Other opioids"	"T40.2"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Other synthetic narcotics"	"T40.4"	46	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Heroin"	"T40.1"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Other opioids"	"T40.2"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Apr., 2018"	"2018/04"	"Other synthetic narcotics"	"T40.4"	36	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"May, 2018"	"2018/05"	"Opium"	"T40.0"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"May, 2018"	"2018/05"	"Heroin"	"T40.1"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"May, 2018"	"2018/05"	"Other opioids"	"T40.2"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"May, 2018"	"2018/05"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"May, 2018"	"2018/05"	"Other synthetic narcotics"	"T40.4"	35	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Heroin"	"T40.1"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Other opioids"	"T40.2"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jun., 2018"	"2018/06"	"Other synthetic narcotics"	"T40.4"	52	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Heroin"	"T40.1"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Other opioids"	"T40.2"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Jul., 2018"	"2018/07"	"Other synthetic narcotics"	"T40.4"	38	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Heroin"	"T40.1"	37	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Other opioids"	"T40.2"	25	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Aug., 2018"	"2018/08"	"Other synthetic narcotics"	"T40.4"	60	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Heroin"	"T40.1"	20	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Other opioids"	"T40.2"	14	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Sep., 2018"	"2018/09"	"Other synthetic narcotics"	"T40.4"	48	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Heroin"	"T40.1"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Other opioids"	"T40.2"	26	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Oct., 2018"	"2018/10"	"Other synthetic narcotics"	"T40.4"	41	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Heroin"	"T40.1"	33	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Other opioids"	"T40.2"	25	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Nov., 2018"	"2018/11"	"Other synthetic narcotics"	"T40.4"	53	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Heroin"	"T40.1"	32	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Other opioids"	"T40.2"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2018"	"2018"	"Dec., 2018"	"2018/12"	"Other synthetic narcotics"	"T40.4"	52	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Methadone"	"T40.3"	0	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Jan., 2018"	"2018/01"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Heroin"	"T40.1"	0	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Other opioids"	"T40.2"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Methadone"	"T40.3"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Feb., 2018"	"2018/02"	"Other synthetic narcotics"	"T40.4"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Opium"	"T40.0"	0	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Mar., 2018"	"2018/03"	"Heroin"	"T40.1"	Suppressed	Not Applicable	Not Applicable
