"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"California"	"06"	"2003"	"2003"	"Jul., 2003"	"2003/07"	112	Not Applicable	Not Applicable
	"California"	"06"	"2003"	"2003"	"Aug., 2003"	"2003/08"	88	Not Applicable	Not Applicable
	"California"	"06"	"2003"	"2003"	"Sep., 2003"	"2003/09"	101	Not Applicable	Not Applicable
	"California"	"06"	"2003"	"2003"	"Oct., 2003"	"2003/10"	81	Not Applicable	Not Applicable
	"California"	"06"	"2003"	"2003"	"Nov., 2003"	"2003/11"	95	Not Applicable	Not Applicable
	"California"	"06"	"2003"	"2003"	"Dec., 2003"	"2003/12"	82	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"Jan., 2003"	"2003/01"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"Feb., 2003"	"2003/02"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"Mar., 2003"	"2003/03"	10	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"Apr., 2003"	"2003/04"	15	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"May, 2003"	"2003/05"	13	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"Jun., 2003"	"2003/06"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"Jul., 2003"	"2003/07"	13	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"Aug., 2003"	"2003/08"	Suppressed	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"Sep., 2003"	"2003/09"	11	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"Oct., 2003"	"2003/10"	11	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"Nov., 2003"	"2003/11"	21	Not Applicable	Not Applicable
	"Colorado"	"08"	"2003"	"2003"	"Dec., 2003"	"2003/12"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"Jan., 2003"	"2003/01"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"Feb., 2003"	"2003/02"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"Mar., 2003"	"2003/03"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"Apr., 2003"	"2003/04"	13	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"May, 2003"	"2003/05"	13	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"Jun., 2003"	"2003/06"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"Jul., 2003"	"2003/07"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"Aug., 2003"	"2003/08"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"Sep., 2003"	"2003/09"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"Oct., 2003"	"2003/10"	10	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"Nov., 2003"	"2003/11"	16	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2003"	"2003"	"Dec., 2003"	"2003/12"	11	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Jan., 2003"	"2003/01"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Feb., 2003"	"2003/02"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Mar., 2003"	"2003/03"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Apr., 2003"	"2003/04"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"May, 2003"	"2003/05"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Jun., 2003"	"2003/06"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Jul., 2003"	"2003/07"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Aug., 2003"	"2003/08"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Sep., 2003"	"2003/09"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Oct., 2003"	"2003/10"	0	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Nov., 2003"	"2003/11"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2003"	"2003"	"Dec., 2003"	"2003/12"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"Jan., 2003"	"2003/01"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"Feb., 2003"	"2003/02"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"Mar., 2003"	"2003/03"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"Apr., 2003"	"2003/04"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"May, 2003"	"2003/05"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"Jun., 2003"	"2003/06"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"Jul., 2003"	"2003/07"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"Aug., 2003"	"2003/08"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"Sep., 2003"	"2003/09"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"Oct., 2003"	"2003/10"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"Nov., 2003"	"2003/11"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2003"	"2003"	"Dec., 2003"	"2003/12"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Jan., 2003"	"2003/01"	91	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Feb., 2003"	"2003/02"	78	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Mar., 2003"	"2003/03"	89	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Apr., 2003"	"2003/04"	94	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"May, 2003"	"2003/05"	90	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Jun., 2003"	"2003/06"	81	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Jul., 2003"	"2003/07"	79	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Aug., 2003"	"2003/08"	94	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Sep., 2003"	"2003/09"	66	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Oct., 2003"	"2003/10"	89	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Nov., 2003"	"2003/11"	93	Not Applicable	Not Applicable
	"Florida"	"12"	"2003"	"2003"	"Dec., 2003"	"2003/12"	60	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Jan., 2003"	"2003/01"	17	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Feb., 2003"	"2003/02"	19	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Mar., 2003"	"2003/03"	22	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Apr., 2003"	"2003/04"	18	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"May, 2003"	"2003/05"	11	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Jun., 2003"	"2003/06"	10	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Jul., 2003"	"2003/07"	18	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Aug., 2003"	"2003/08"	18	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Sep., 2003"	"2003/09"	12	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Oct., 2003"	"2003/10"	Suppressed	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Nov., 2003"	"2003/11"	18	Not Applicable	Not Applicable
	"Georgia"	"13"	"2003"	"2003"	"Dec., 2003"	"2003/12"	23	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"Jan., 2003"	"2003/01"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"Feb., 2003"	"2003/02"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"Mar., 2003"	"2003/03"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"Apr., 2003"	"2003/04"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"May, 2003"	"2003/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"Jun., 2003"	"2003/06"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"Jul., 2003"	"2003/07"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"Aug., 2003"	"2003/08"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"Sep., 2003"	"2003/09"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"Oct., 2003"	"2003/10"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"Nov., 2003"	"2003/11"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2003"	"2003"	"Dec., 2003"	"2003/12"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Jan., 2003"	"2003/01"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Feb., 2003"	"2003/02"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Mar., 2003"	"2003/03"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Apr., 2003"	"2003/04"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"May, 2003"	"2003/05"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Jun., 2003"	"2003/06"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Jul., 2003"	"2003/07"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Aug., 2003"	"2003/08"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Sep., 2003"	"2003/09"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Oct., 2003"	"2003/10"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Nov., 2003"	"2003/11"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2003"	"2003"	"Dec., 2003"	"2003/12"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"Jan., 2003"	"2003/01"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"Feb., 2003"	"2003/02"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"Mar., 2003"	"2003/03"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"Apr., 2003"	"2003/04"	23	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"May, 2003"	"2003/05"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"Jun., 2003"	"2003/06"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"Jul., 2003"	"2003/07"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"Aug., 2003"	"2003/08"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"Sep., 2003"	"2003/09"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"Oct., 2003"	"2003/10"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"Nov., 2003"	"2003/11"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2003"	"2003"	"Dec., 2003"	"2003/12"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Jan., 2003"	"2003/01"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Feb., 2003"	"2003/02"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Mar., 2003"	"2003/03"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Apr., 2003"	"2003/04"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"May, 2003"	"2003/05"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Jun., 2003"	"2003/06"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Jul., 2003"	"2003/07"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Aug., 2003"	"2003/08"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Sep., 2003"	"2003/09"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Oct., 2003"	"2003/10"	14	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Nov., 2003"	"2003/11"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2003"	"2003"	"Dec., 2003"	"2003/12"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Jan., 2003"	"2003/01"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Feb., 2003"	"2003/02"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Mar., 2003"	"2003/03"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Apr., 2003"	"2003/04"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"May, 2003"	"2003/05"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Jun., 2003"	"2003/06"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Jul., 2003"	"2003/07"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Aug., 2003"	"2003/08"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Sep., 2003"	"2003/09"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Oct., 2003"	"2003/10"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Nov., 2003"	"2003/11"	0	Not Applicable	Not Applicable
	"Iowa"	"19"	"2003"	"2003"	"Dec., 2003"	"2003/12"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Jan., 2003"	"2003/01"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Feb., 2003"	"2003/02"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Mar., 2003"	"2003/03"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Apr., 2003"	"2003/04"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"May, 2003"	"2003/05"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Jun., 2003"	"2003/06"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Jul., 2003"	"2003/07"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Aug., 2003"	"2003/08"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Sep., 2003"	"2003/09"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Oct., 2003"	"2003/10"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Nov., 2003"	"2003/11"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2003"	"2003"	"Dec., 2003"	"2003/12"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"Jan., 2003"	"2003/01"	22	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"Feb., 2003"	"2003/02"	15	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"Mar., 2003"	"2003/03"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"Apr., 2003"	"2003/04"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"May, 2003"	"2003/05"	19	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"Jun., 2003"	"2003/06"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"Jul., 2003"	"2003/07"	22	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"Aug., 2003"	"2003/08"	16	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"Sep., 2003"	"2003/09"	14	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"Oct., 2003"	"2003/10"	26	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"Nov., 2003"	"2003/11"	14	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2003"	"2003"	"Dec., 2003"	"2003/12"	18	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"Jan., 2003"	"2003/01"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"Feb., 2003"	"2003/02"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"Mar., 2003"	"2003/03"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"Apr., 2003"	"2003/04"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"May, 2003"	"2003/05"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"Jun., 2003"	"2003/06"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"Jul., 2003"	"2003/07"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"Aug., 2003"	"2003/08"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"Sep., 2003"	"2003/09"	10	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"Oct., 2003"	"2003/10"	10	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"Nov., 2003"	"2003/11"	13	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2003"	"2003"	"Dec., 2003"	"2003/12"	14	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Jan., 2003"	"2003/01"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Feb., 2003"	"2003/02"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Mar., 2003"	"2003/03"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Apr., 2003"	"2003/04"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"May, 2003"	"2003/05"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Jun., 2003"	"2003/06"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Jul., 2003"	"2003/07"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Aug., 2003"	"2003/08"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Sep., 2003"	"2003/09"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Oct., 2003"	"2003/10"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Nov., 2003"	"2003/11"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2003"	"2003"	"Dec., 2003"	"2003/12"	Suppressed	Not Applicable	Not Applicable
	"Maryland"	"24"	"2003"	"2003"	"Jan., 2003"	"2003/01"	Suppressed	Not Applicable	Not Applicable
	"Maryland"	"24"	"2003"	"2003"	"Feb., 2003"	"2003/02"	14	Not Applicable	Not Applicable
	"Maryland"	"24"	"2003"	"2003"	"Mar., 2003"	"2003/03"	Suppressed	Not Applicable	Not Applicable
