"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"2012"	"2012"	"Oct., 2012"	"2012/10"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2012"	"2012"	"Nov., 2012"	"2012/11"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2012"	"2012"	"Dec., 2012"	"2012/12"	14	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"Jan., 2012"	"2012/01"	161	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"Feb., 2012"	"2012/02"	127	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"Mar., 2012"	"2012/03"	143	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"Apr., 2012"	"2012/04"	138	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"May, 2012"	"2012/05"	133	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"Jun., 2012"	"2012/06"	140	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"Jul., 2012"	"2012/07"	127	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"Aug., 2012"	"2012/08"	139	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"Sep., 2012"	"2012/09"	116	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"Oct., 2012"	"2012/10"	113	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"Nov., 2012"	"2012/11"	116	Not Applicable	Not Applicable
	"California"	"06"	"2012"	"2012"	"Dec., 2012"	"2012/12"	128	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"Jan., 2012"	"2012/01"	36	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"Feb., 2012"	"2012/02"	37	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"Mar., 2012"	"2012/03"	34	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"Apr., 2012"	"2012/04"	22	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"May, 2012"	"2012/05"	25	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"Jun., 2012"	"2012/06"	25	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"Jul., 2012"	"2012/07"	33	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"Aug., 2012"	"2012/08"	29	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"Sep., 2012"	"2012/09"	26	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"Oct., 2012"	"2012/10"	44	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"Nov., 2012"	"2012/11"	34	Not Applicable	Not Applicable
	"Colorado"	"08"	"2012"	"2012"	"Dec., 2012"	"2012/12"	33	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"Jan., 2012"	"2012/01"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"Feb., 2012"	"2012/02"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"Mar., 2012"	"2012/03"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"Apr., 2012"	"2012/04"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"May, 2012"	"2012/05"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"Jun., 2012"	"2012/06"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"Jul., 2012"	"2012/07"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"Aug., 2012"	"2012/08"	18	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"Sep., 2012"	"2012/09"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"Oct., 2012"	"2012/10"	13	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"Nov., 2012"	"2012/11"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2012"	"2012"	"Dec., 2012"	"2012/12"	19	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Jan., 2012"	"2012/01"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Feb., 2012"	"2012/02"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Mar., 2012"	"2012/03"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Apr., 2012"	"2012/04"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"May, 2012"	"2012/05"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Jun., 2012"	"2012/06"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Jul., 2012"	"2012/07"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Aug., 2012"	"2012/08"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Sep., 2012"	"2012/09"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Oct., 2012"	"2012/10"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Nov., 2012"	"2012/11"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2012"	"2012"	"Dec., 2012"	"2012/12"	11	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"Jan., 2012"	"2012/01"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"Feb., 2012"	"2012/02"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"Mar., 2012"	"2012/03"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"Apr., 2012"	"2012/04"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"May, 2012"	"2012/05"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"Jun., 2012"	"2012/06"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"Jul., 2012"	"2012/07"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"Aug., 2012"	"2012/08"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"Sep., 2012"	"2012/09"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"Oct., 2012"	"2012/10"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"Nov., 2012"	"2012/11"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2012"	"2012"	"Dec., 2012"	"2012/12"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Jan., 2012"	"2012/01"	133	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Feb., 2012"	"2012/02"	122	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Mar., 2012"	"2012/03"	108	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Apr., 2012"	"2012/04"	105	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"May, 2012"	"2012/05"	103	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Jun., 2012"	"2012/06"	92	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Jul., 2012"	"2012/07"	106	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Aug., 2012"	"2012/08"	90	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Sep., 2012"	"2012/09"	108	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Oct., 2012"	"2012/10"	120	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Nov., 2012"	"2012/11"	98	Not Applicable	Not Applicable
	"Florida"	"12"	"2012"	"2012"	"Dec., 2012"	"2012/12"	113	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"Jan., 2012"	"2012/01"	51	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"Feb., 2012"	"2012/02"	53	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"Mar., 2012"	"2012/03"	41	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"Apr., 2012"	"2012/04"	33	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"May, 2012"	"2012/05"	43	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"Jun., 2012"	"2012/06"	39	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"Jul., 2012"	"2012/07"	36	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"Aug., 2012"	"2012/08"	36	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"Sep., 2012"	"2012/09"	39	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"Oct., 2012"	"2012/10"	45	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"Nov., 2012"	"2012/11"	31	Not Applicable	Not Applicable
	"Georgia"	"13"	"2012"	"2012"	"Dec., 2012"	"2012/12"	54	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Jan., 2012"	"2012/01"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Feb., 2012"	"2012/02"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Mar., 2012"	"2012/03"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Apr., 2012"	"2012/04"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"May, 2012"	"2012/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Jun., 2012"	"2012/06"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Jul., 2012"	"2012/07"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Aug., 2012"	"2012/08"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Sep., 2012"	"2012/09"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Oct., 2012"	"2012/10"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Nov., 2012"	"2012/11"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2012"	"2012"	"Dec., 2012"	"2012/12"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"Jan., 2012"	"2012/01"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"Feb., 2012"	"2012/02"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"Mar., 2012"	"2012/03"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"Apr., 2012"	"2012/04"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"May, 2012"	"2012/05"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"Jun., 2012"	"2012/06"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"Jul., 2012"	"2012/07"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"Aug., 2012"	"2012/08"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"Sep., 2012"	"2012/09"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"Oct., 2012"	"2012/10"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"Nov., 2012"	"2012/11"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2012"	"2012"	"Dec., 2012"	"2012/12"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"Jan., 2012"	"2012/01"	59	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"Feb., 2012"	"2012/02"	43	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"Mar., 2012"	"2012/03"	53	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"Apr., 2012"	"2012/04"	32	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"May, 2012"	"2012/05"	49	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"Jun., 2012"	"2012/06"	44	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"Jul., 2012"	"2012/07"	52	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"Aug., 2012"	"2012/08"	71	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"Sep., 2012"	"2012/09"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"Oct., 2012"	"2012/10"	42	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"Nov., 2012"	"2012/11"	54	Not Applicable	Not Applicable
	"Illinois"	"17"	"2012"	"2012"	"Dec., 2012"	"2012/12"	60	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"Jan., 2012"	"2012/01"	28	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"Feb., 2012"	"2012/02"	27	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"Mar., 2012"	"2012/03"	32	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"Apr., 2012"	"2012/04"	28	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"May, 2012"	"2012/05"	16	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"Jun., 2012"	"2012/06"	22	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"Jul., 2012"	"2012/07"	30	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"Aug., 2012"	"2012/08"	40	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"Sep., 2012"	"2012/09"	26	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"Oct., 2012"	"2012/10"	27	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"Nov., 2012"	"2012/11"	26	Not Applicable	Not Applicable
	"Indiana"	"18"	"2012"	"2012"	"Dec., 2012"	"2012/12"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Jan., 2012"	"2012/01"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Feb., 2012"	"2012/02"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Mar., 2012"	"2012/03"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Apr., 2012"	"2012/04"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"May, 2012"	"2012/05"	16	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Jun., 2012"	"2012/06"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Jul., 2012"	"2012/07"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Aug., 2012"	"2012/08"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Sep., 2012"	"2012/09"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Oct., 2012"	"2012/10"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Nov., 2012"	"2012/11"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"2012"	"2012"	"Dec., 2012"	"2012/12"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Jan., 2012"	"2012/01"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Feb., 2012"	"2012/02"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Mar., 2012"	"2012/03"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Apr., 2012"	"2012/04"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"May, 2012"	"2012/05"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Jun., 2012"	"2012/06"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Jul., 2012"	"2012/07"	22	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Aug., 2012"	"2012/08"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Sep., 2012"	"2012/09"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Oct., 2012"	"2012/10"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Nov., 2012"	"2012/11"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"2012"	"2012"	"Dec., 2012"	"2012/12"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"Jan., 2012"	"2012/01"	61	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"Feb., 2012"	"2012/02"	51	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"Mar., 2012"	"2012/03"	61	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"Apr., 2012"	"2012/04"	43	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"May, 2012"	"2012/05"	55	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"Jun., 2012"	"2012/06"	42	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"Jul., 2012"	"2012/07"	55	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"Aug., 2012"	"2012/08"	48	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"Sep., 2012"	"2012/09"	51	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"Oct., 2012"	"2012/10"	51	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"Nov., 2012"	"2012/11"	37	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2012"	"2012"	"Dec., 2012"	"2012/12"	45	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"Jan., 2012"	"2012/01"	12	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"Feb., 2012"	"2012/02"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"Mar., 2012"	"2012/03"	17	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"Apr., 2012"	"2012/04"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"May, 2012"	"2012/05"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"Jun., 2012"	"2012/06"	11	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"Jul., 2012"	"2012/07"	12	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"Aug., 2012"	"2012/08"	11	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"Sep., 2012"	"2012/09"	13	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"Oct., 2012"	"2012/10"	20	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"Nov., 2012"	"2012/11"	14	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2012"	"2012"	"Dec., 2012"	"2012/12"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"Jan., 2012"	"2012/01"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"Feb., 2012"	"2012/02"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"Mar., 2012"	"2012/03"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"Apr., 2012"	"2012/04"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"May, 2012"	"2012/05"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"Jun., 2012"	"2012/06"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"Jul., 2012"	"2012/07"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"Aug., 2012"	"2012/08"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"Sep., 2012"	"2012/09"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"Oct., 2012"	"2012/10"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"Nov., 2012"	"2012/11"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2012"	"2012"	"Dec., 2012"	"2012/12"	17	Not Applicable	Not Applicable
	"Maryland"	"24"	"2012"	"2012"	"Jan., 2012"	"2012/01"	54	Not Applicable	Not Applicable
	"Maryland"	"24"	"2012"	"2012"	"Feb., 2012"	"2012/02"	40	Not Applicable	Not Applicable
	"Maryland"	"24"	"2012"	"2012"	"Mar., 2012"	"2012/03"	34	Not Applicable	Not Applicable
	"Maryland"	"24"	"2012"	"2012"	"Apr., 2012"	"2012/04"	41	Not Applicable	Not Applicable
	"Maryland"	"24"	"2012"	"2012"	"May, 2012"	"2012/05"	62	Not Applicable	Not Applicable
	"Maryland"	"24"	"2012"	"2012"	"Jun., 2012"	"2012/06"	55	Not Applicable	Not Applicable
	"Maryland"	"24"	"2012"	"2012"	"Jul., 2012"	"2012/07"	52	Not Applicable	Not Applicable
