"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alaska"	"02"	"2005"	"2005"	"Jun., 2005"	"2005/06"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2005"	"2005"	"Jul., 2005"	"2005/07"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2005"	"2005"	"Sep., 2005"	"2005/09"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2005"	"2005"	"Oct., 2005"	"2005/10"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2005"	"2005"	"Nov., 2005"	"2005/11"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2005"	"2005"	"Dec., 2005"	"2005/12"	Suppressed	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"Jan., 2005"	"2005/01"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"Feb., 2005"	"2005/02"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"Mar., 2005"	"2005/03"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"Apr., 2005"	"2005/04"	21	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"May, 2005"	"2005/05"	29	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"Jun., 2005"	"2005/06"	28	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"Jul., 2005"	"2005/07"	23	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"Aug., 2005"	"2005/08"	22	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"Sep., 2005"	"2005/09"	25	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"Oct., 2005"	"2005/10"	24	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"Nov., 2005"	"2005/11"	34	Not Applicable	Not Applicable
	"Arizona"	"04"	"2005"	"2005"	"Dec., 2005"	"2005/12"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"Jan., 2005"	"2005/01"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"Feb., 2005"	"2005/02"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"Mar., 2005"	"2005/03"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"Apr., 2005"	"2005/04"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"May, 2005"	"2005/05"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"Jun., 2005"	"2005/06"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"Jul., 2005"	"2005/07"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"Sep., 2005"	"2005/09"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"Oct., 2005"	"2005/10"	Suppressed	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"Nov., 2005"	"2005/11"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2005"	"2005"	"Dec., 2005"	"2005/12"	12	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"Jan., 2005"	"2005/01"	107	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"Feb., 2005"	"2005/02"	82	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"Mar., 2005"	"2005/03"	106	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"Apr., 2005"	"2005/04"	103	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"May, 2005"	"2005/05"	96	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"Jun., 2005"	"2005/06"	109	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"Jul., 2005"	"2005/07"	113	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"Aug., 2005"	"2005/08"	92	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"Sep., 2005"	"2005/09"	90	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"Oct., 2005"	"2005/10"	81	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"Nov., 2005"	"2005/11"	80	Not Applicable	Not Applicable
	"California"	"06"	"2005"	"2005"	"Dec., 2005"	"2005/12"	112	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"Jan., 2005"	"2005/01"	17	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"Feb., 2005"	"2005/02"	12	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"Mar., 2005"	"2005/03"	16	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"Apr., 2005"	"2005/04"	27	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"May, 2005"	"2005/05"	22	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"Jun., 2005"	"2005/06"	14	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"Jul., 2005"	"2005/07"	14	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"Aug., 2005"	"2005/08"	18	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"Sep., 2005"	"2005/09"	25	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"Oct., 2005"	"2005/10"	18	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"Nov., 2005"	"2005/11"	20	Not Applicable	Not Applicable
	"Colorado"	"08"	"2005"	"2005"	"Dec., 2005"	"2005/12"	17	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"Jan., 2005"	"2005/01"	10	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"Feb., 2005"	"2005/02"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"Mar., 2005"	"2005/03"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"Apr., 2005"	"2005/04"	20	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"May, 2005"	"2005/05"	12	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"Jun., 2005"	"2005/06"	15	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"Jul., 2005"	"2005/07"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"Sep., 2005"	"2005/09"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"Oct., 2005"	"2005/10"	11	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"Nov., 2005"	"2005/11"	10	Not Applicable	Not Applicable
	"Connecticut"	"09"	"2005"	"2005"	"Dec., 2005"	"2005/12"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Jan., 2005"	"2005/01"	0	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Feb., 2005"	"2005/02"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Mar., 2005"	"2005/03"	0	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Apr., 2005"	"2005/04"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"May, 2005"	"2005/05"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Jun., 2005"	"2005/06"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Jul., 2005"	"2005/07"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Sep., 2005"	"2005/09"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Oct., 2005"	"2005/10"	0	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Nov., 2005"	"2005/11"	Suppressed	Not Applicable	Not Applicable
	"Delaware"	"10"	"2005"	"2005"	"Dec., 2005"	"2005/12"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"Jan., 2005"	"2005/01"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"Feb., 2005"	"2005/02"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"Mar., 2005"	"2005/03"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"Apr., 2005"	"2005/04"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"May, 2005"	"2005/05"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"Jun., 2005"	"2005/06"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"Jul., 2005"	"2005/07"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"Sep., 2005"	"2005/09"	Suppressed	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"Oct., 2005"	"2005/10"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"Nov., 2005"	"2005/11"	0	Not Applicable	Not Applicable
	"District of Columbia"	"11"	"2005"	"2005"	"Dec., 2005"	"2005/12"	Suppressed	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Jan., 2005"	"2005/01"	73	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Feb., 2005"	"2005/02"	94	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Mar., 2005"	"2005/03"	79	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Apr., 2005"	"2005/04"	96	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"May, 2005"	"2005/05"	83	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Jun., 2005"	"2005/06"	82	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Jul., 2005"	"2005/07"	103	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Aug., 2005"	"2005/08"	83	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Sep., 2005"	"2005/09"	80	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Oct., 2005"	"2005/10"	98	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Nov., 2005"	"2005/11"	90	Not Applicable	Not Applicable
	"Florida"	"12"	"2005"	"2005"	"Dec., 2005"	"2005/12"	88	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"Jan., 2005"	"2005/01"	21	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"Feb., 2005"	"2005/02"	15	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"Mar., 2005"	"2005/03"	27	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"Apr., 2005"	"2005/04"	31	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"May, 2005"	"2005/05"	22	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"Jun., 2005"	"2005/06"	24	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"Jul., 2005"	"2005/07"	26	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"Aug., 2005"	"2005/08"	23	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"Sep., 2005"	"2005/09"	20	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"Oct., 2005"	"2005/10"	18	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"Nov., 2005"	"2005/11"	23	Not Applicable	Not Applicable
	"Georgia"	"13"	"2005"	"2005"	"Dec., 2005"	"2005/12"	25	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"Jan., 2005"	"2005/01"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"Feb., 2005"	"2005/02"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"Mar., 2005"	"2005/03"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"Apr., 2005"	"2005/04"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"May, 2005"	"2005/05"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"Jun., 2005"	"2005/06"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"Jul., 2005"	"2005/07"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"Sep., 2005"	"2005/09"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"Oct., 2005"	"2005/10"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"Nov., 2005"	"2005/11"	Suppressed	Not Applicable	Not Applicable
	"Hawaii"	"15"	"2005"	"2005"	"Dec., 2005"	"2005/12"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Jan., 2005"	"2005/01"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Feb., 2005"	"2005/02"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Mar., 2005"	"2005/03"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Apr., 2005"	"2005/04"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"May, 2005"	"2005/05"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Jun., 2005"	"2005/06"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Jul., 2005"	"2005/07"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Sep., 2005"	"2005/09"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Oct., 2005"	"2005/10"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Nov., 2005"	"2005/11"	Suppressed	Not Applicable	Not Applicable
	"Idaho"	"16"	"2005"	"2005"	"Dec., 2005"	"2005/12"	Suppressed	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"Jan., 2005"	"2005/01"	20	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"Feb., 2005"	"2005/02"	25	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"Mar., 2005"	"2005/03"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"Apr., 2005"	"2005/04"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"May, 2005"	"2005/05"	21	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"Jun., 2005"	"2005/06"	25	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"Jul., 2005"	"2005/07"	24	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"Aug., 2005"	"2005/08"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"Sep., 2005"	"2005/09"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"Oct., 2005"	"2005/10"	28	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"Nov., 2005"	"2005/11"	27	Not Applicable	Not Applicable
	"Illinois"	"17"	"2005"	"2005"	"Dec., 2005"	"2005/12"	34	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Jan., 2005"	"2005/01"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Feb., 2005"	"2005/02"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Mar., 2005"	"2005/03"	17	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Apr., 2005"	"2005/04"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"May, 2005"	"2005/05"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Jun., 2005"	"2005/06"	12	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Jul., 2005"	"2005/07"	15	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Sep., 2005"	"2005/09"	12	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Oct., 2005"	"2005/10"	Suppressed	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Nov., 2005"	"2005/11"	10	Not Applicable	Not Applicable
	"Indiana"	"18"	"2005"	"2005"	"Dec., 2005"	"2005/12"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Jan., 2005"	"2005/01"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Feb., 2005"	"2005/02"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Mar., 2005"	"2005/03"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Apr., 2005"	"2005/04"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"May, 2005"	"2005/05"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Jun., 2005"	"2005/06"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Jul., 2005"	"2005/07"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Sep., 2005"	"2005/09"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Oct., 2005"	"2005/10"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Nov., 2005"	"2005/11"	Suppressed	Not Applicable	Not Applicable
	"Iowa"	"19"	"2005"	"2005"	"Dec., 2005"	"2005/12"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Jan., 2005"	"2005/01"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Feb., 2005"	"2005/02"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Mar., 2005"	"2005/03"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Apr., 2005"	"2005/04"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"May, 2005"	"2005/05"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Jun., 2005"	"2005/06"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Jul., 2005"	"2005/07"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Sep., 2005"	"2005/09"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Oct., 2005"	"2005/10"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Nov., 2005"	"2005/11"	Suppressed	Not Applicable	Not Applicable
	"Kansas"	"20"	"2005"	"2005"	"Dec., 2005"	"2005/12"	Suppressed	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"Jan., 2005"	"2005/01"	27	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"Feb., 2005"	"2005/02"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"Mar., 2005"	"2005/03"	25	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"Apr., 2005"	"2005/04"	30	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"May, 2005"	"2005/05"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"Jun., 2005"	"2005/06"	18	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"Jul., 2005"	"2005/07"	11	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"Aug., 2005"	"2005/08"	21	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"Sep., 2005"	"2005/09"	19	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"Oct., 2005"	"2005/10"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"Nov., 2005"	"2005/11"	19	Not Applicable	Not Applicable
	"Kentucky"	"21"	"2005"	"2005"	"Dec., 2005"	"2005/12"	33	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"Jan., 2005"	"2005/01"	15	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"Feb., 2005"	"2005/02"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"Mar., 2005"	"2005/03"	20	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"Apr., 2005"	"2005/04"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"May, 2005"	"2005/05"	17	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"Jun., 2005"	"2005/06"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"Jul., 2005"	"2005/07"	15	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"Sep., 2005"	"2005/09"	12	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"Oct., 2005"	"2005/10"	23	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"Nov., 2005"	"2005/11"	11	Not Applicable	Not Applicable
	"Louisiana"	"22"	"2005"	"2005"	"Dec., 2005"	"2005/12"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"Jan., 2005"	"2005/01"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"Feb., 2005"	"2005/02"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"Mar., 2005"	"2005/03"	10	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"Apr., 2005"	"2005/04"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"May, 2005"	"2005/05"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"Jun., 2005"	"2005/06"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"Jul., 2005"	"2005/07"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"Aug., 2005"	"2005/08"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"Sep., 2005"	"2005/09"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"Oct., 2005"	"2005/10"	Suppressed	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"Nov., 2005"	"2005/11"	13	Not Applicable	Not Applicable
	"Maine"	"23"	"2005"	"2005"	"Dec., 2005"	"2005/12"	13	Not Applicable	Not Applicable
	"Maryland"	"24"	"2005"	"2005"	"Jan., 2005"	"2005/01"	26	Not Applicable	Not Applicable
	"Maryland"	"24"	"2005"	"2005"	"Feb., 2005"	"2005/02"	24	Not Applicable	Not Applicable
	"Maryland"	"24"	"2005"	"2005"	"Mar., 2005"	"2005/03"	28	Not Applicable	Not Applicable
	"Maryland"	"24"	"2005"	"2005"	"Apr., 2005"	"2005/04"	22	Not Applicable	Not Applicable
	"Maryland"	"24"	"2005"	"2005"	"May, 2005"	"2005/05"	31	Not Applicable	Not Applicable
